DateTimeOfCall,HourlyNotionalCost,IncidentNotionalCost,AnimalGroupParent,PropertyCategory,SpecialServiceTypeCategory,SpecialServiceType,Area
07/01/2022 14:03,352,352,Fox,Non Residential,Animal rescue from height,Wild animal rescue from height,Santry
08/01/2022 12:24,352,704,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Crumlin
10/01/2022 17:35,352,352,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
10/01/2022 21:20,352,352,Cat,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,Ballymun
11/01/2022 09:34,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Glasnevin
11/01/2022 12:57,352,704,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Rathmines
12/01/2022 15:11,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Perrystown
13/01/2022 01:15,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dun laoighre
14/01/2022 14:38,352,352,Cat,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Dalkey
14/01/2022 20:48,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Portobello
15/01/2022 09:24,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Belfield
15/01/2022 20:59,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Santry
16/01/2022 01:55,352,352,Fox,Non Residential,Other animal assistance,Assist trapped wild animal,Blackrock
16/01/2022 14:56,352,704,Bird,Outdoor,Other animal assistance,Assist trapped wild animal,Harolds Cross
16/01/2022 15:41,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
17/01/2022 18:31,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Terenure
18/01/2022 22:37,352,352,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Templeogue
19/01/2022 08:23,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Dalkey
20/01/2022 23:12,352,352,Dog,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Clontarf
21/01/2022 14:27,352,352,Cat,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,Donnybrook
22/01/2022 06:13,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ranelagh
22/01/2022 10:43,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Harolds Cross
22/01/2022 10:49,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Stepaside
22/01/2022 16:18,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
22/01/2022 16:29,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
23/01/2022 12:34,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Blackrock
23/01/2022 18:08,352,352,Cat,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,Ballymun
24/01/2022 10:37,352,352,Cat,Outdoor Structure,Animal rescue from height,Animal rescue from height - Domestic pet,Ballyfermot
24/01/2022 16:03,352,352,Fox,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,Killester
24/01/2022 16:32,352,704,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Rathmines
26/01/2022 13:31,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Ballymun
26/01/2022 19:01,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Glasnevin
27/01/2022 09:18,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Donnybrook
27/01/2022 13:06,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Killester
28/01/2022 13:00,352,352,Dog,Non Residential,Other animal assistance,Animal harm involving domestic animal,Ballyfermot
28/01/2022 16:30,352,704,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clonsilla
28/01/2022 23:07,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Dundrum
28/01/2022 23:57,352,352,Dog,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Ballymun
29/01/2022 12:58,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Blackrock
29/01/2022 14:41,352,352,Fox,Outdoor,Other animal assistance,Assist trapped wild animal,Stepaside
29/01/2022 14:48,352,704,Cat,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Blackrock
29/01/2022 21:20,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Milltown
30/01/2022 18:10,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballymun
30/01/2022 20:53,352,352,Cat,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,Perrystown
31/01/2022 07:48,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Portobello
31/01/2022 20:24,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Smithfield
01/02/2022 16:18,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,SUTTON
02/02/2022 01:45,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Milltown
02/02/2022 12:39,352,704,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Stepaside
02/02/2022 15:55,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Donnybrook
02/02/2022 17:10,352,352,Cat,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Clontarf
02/02/2022 21:06,352,352,Cat,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Harolds Cross
03/02/2022 11:30,352,352,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Terenure
03/02/2022 16:37,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
04/02/2022 08:41,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Donnybrook
05/02/2022 11:21,352,352,Bird,Non Residential,Animal rescue from height,Wild animal rescue from height,Ballymun
05/02/2022 21:15,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Smithfield
05/02/2022 22:04,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dun laoighre
06/02/2022 01:34,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Santry
07/02/2022 10:55,352,704,Dog,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Perrystown
07/02/2022 16:34,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Stepaside
07/02/2022 18:30,352,352,Bird,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,Templeogue
07/02/2022 21:03,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Clonsilla
08/02/2022 21:57,352,1056,Unknown - Wild Animal,Outdoor,Other animal assistance,Assist trapped wild animal,Smithfield
09/02/2022 13:55,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Clontarf
09/02/2022 17:17,352,352,Fox,Non Residential,Other animal assistance,Assist trapped wild animal,Leopardstown
09/02/2022 19:37,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Crumlin
09/02/2022 19:45,352,352,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
09/02/2022 22:38,352,352,Bird,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,Clonsilla
10/02/2022 20:58,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Smithfield
11/02/2022 18:59,352,352,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Terenure
12/02/2022 10:56,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Donnybrook
12/02/2022 14:19,352,352,Bird,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,Templeogue
13/02/2022 06:00,352,704,Fox,Outdoor,Other animal assistance,Animal assistance involving wild animal - Other action,Ranelagh
13/02/2022 08:11,352,352,Deer,Dwelling,Other animal assistance,Assist trapped wild animal,Temple Bar
13/02/2022 10:12,352,352,Bird,Outdoor,Other animal assistance,Assist trapped wild animal,Donnybrook
14/02/2022 08:18,352,352,Deer,Outdoor,Other animal assistance,Assist trapped wild animal,Perrystown
15/02/2022 12:39,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dalkey
16/02/2022 12:17,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
18/02/2022 12:38,352,352,Horse,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,Terenure
21/02/2022 08:24,352,352,Cat,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Santry
21/02/2022 13:39,352,704,Dog,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Dun laoighre
21/02/2022 16:41,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Temple Bar
22/02/2022 08:46,352,352,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Smithfield
22/02/2022 12:45,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
22/02/2022 15:33,352,704,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Perrystown
22/02/2022 18:20,352,352,Bird,Outdoor Structure,Other animal assistance,Assist trapped wild animal,Dun laoighre
22/02/2022 23:24,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Leopardstown
23/02/2022 08:41,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Tallaght
24/02/2022 14:44,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dundrum
26/02/2022 14:58,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Smithfield
26/02/2022 15:08,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Ballyfermot
26/02/2022 17:48,352,352,Cat,Outdoor,Other animal assistance,Assist trapped domestic animal,Rathfarnham
28/02/2022 13:00,352,1056,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
28/02/2022 15:26,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
28/02/2022 16:35,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Dundrum
01/03/2022 17:25,352,352,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Dundrum
02/03/2022 12:24,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Glasnevin
02/03/2022 18:28,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ballyfermot
03/03/2022 11:40,352,352,Fox,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,Leopardstown
03/03/2022 22:58,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Harolds Cross
05/03/2022 10:25,352,352,Cat,Non Residential,Other animal assistance,Animal assistance involving domestic animal - Other action,Walkinstown
05/03/2022 15:51,352,352,Cat,Road Vehicle,Other animal assistance,Assist trapped domestic animal,Rathmines
06/03/2022 07:14,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Glasnevin
06/03/2022 15:14,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Glasnevin
06/03/2022 18:11,352,704,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
07/03/2022 07:00,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
07/03/2022 10:12,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Ballyfermot
07/03/2022 16:54,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Cabra
08/03/2022 19:38,352,1760,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Stepaside
08/03/2022 22:10,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Milltown
08/03/2022 22:45,352,352,Cat,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,Glasnevin
09/03/2022 17:25,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,SUTTON
09/03/2022 18:15,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Clontarf
09/03/2022 21:08,352,352,Unknown - Domestic Animal Or Pet,Outdoor,Other animal assistance,Animal harm involving domestic animal,Ballymun
10/03/2022 13:46,352,704,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Dundrum
10/03/2022 15:33,352,352,Dog,Outdoor,Other animal assistance,Assist trapped domestic animal,Templeogue
10/03/2022 22:59,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,SUTTON
11/03/2022 10:55,352,704,Unknown - Domestic Animal Or Pet,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Drumcondra
11/03/2022 13:42,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Blackrock
11/03/2022 18:06,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Ballymun
11/03/2022 23:06,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Drumcondra
12/03/2022 14:36,352,352,Dog,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,Rathmines
12/03/2022 17:07,352,352,Bird,Dwelling,Other animal assistance,Assist trapped wild animal,Dalkey
12/03/2022 20:20,352,352,Rabbit,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Templeogue
12/03/2022 22:07,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
13/03/2022 11:29,352,352,Cat,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,Leopardstown
13/03/2022 11:51,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Ballyfermot
13/03/2022 13:40,352,352,Cat,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,Killester
13/03/2022 19:13,352,352,Bird,Dwelling,Animal rescue from height,Animal rescue from height - Bird,Rathmines
14/03/2022 20:07,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Rathfarnham
14/03/2022 21:21,352,352,Cat,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,Clontarf
15/03/2022 14:03,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Leopardstown
15/03/2022 14:07,352,3168,Dog,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Dundrum
16/03/2022 00:38,352,352,Dog,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Glasnevin
17/03/2022 21:21,352,352,Cat,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,Templeogue
18/03/2022 09:41,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Cabra
18/03/2022 14:30,352,352,Bird,Non Residential,Other animal assistance,Assist trapped wild animal,Stepaside
18/03/2022 15:45,352,352,Cat,Dwelling,Other animal assistance,Assist trapped domestic animal,Crumlin
20/03/2022 10:23,352,352,Bird,Non Residential,Animal rescue from height,Animal rescue from height - Bird,Crumlin
20/03/2022 16:35,352,352,Dog,Dwelling,Other animal assistance,Assist trapped domestic animal,Donnybrook
20/03/2022 17:02,352,352,Bird,Outdoor,Animal rescue from height,Animal rescue from height - Bird,Smithfield
